book_name,book_author,book_release_date,book_number_of_pages
The Woman in White,Wilkie Collins/Maria K. Bachman/Don Richard Cox,4/20/2006,696
The Woman in White,Wilkie Collins/Camille Cauti,4/25/2005,635
The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,9/16/2002,1200
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,10/17/2004,624
The Hobbit  or There and Back Again,J.R.R. Tolkien,8/15/2002,366
The Annotated Hobbit,J.R.R. Tolkien/Douglas A. Anderson,4/7/2003,411
Poems From The Hobbit,J.R.R. Tolkien,12/13/1999,57
The Hobbit: Or There and Back Again,J.R.R. Tolkien,9/1/2003,481
The Hobbit,J.R.R. Tolkien,9/17/2007,277
Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes,Harry Graham/Frank J. Moore/D. Streamer,6/19/2013,64
The Essential Neruda: Selected Poems,Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner,4/1/2004,200
Twenty Love Poems and a Song of Despair,Pablo Neruda/W.S. Merwin/Cristina García,12/26/2006,70
Veinte poemas de amor y una canción desesperada; Cien sonetos de amor,Pablo Neruda,1/22/2002,160
Love,Pablo Neruda,6/16/1995,43
Anil's Ghost,Michael Ondaatje,4/24/2001,311
Waiting for My Cats to Die: A Memoir,Stacy Horn,1/17/2002,320
Narcissus and Goldmund,Hermann Hesse/Leila Vennewitz,6/1/1993,288
Edward Lear's Book of Nonsense: With Lear's Original Illustrations,Edward Lear/Simcha Shtull,11/1/1995,46
A Sparrow Falls (Courtney #3),Wilbur Smith,1/2/2007,640
Providence of a Sparrow: Lessons from a Life Gone to the Birds,Chris Chester,4/13/2004,304
Sparrow Hawk Red,Ben Mikaelsen,4/1/1995,185
The Fall of a Sparrow,Robert Hellenga,7/6/1999,464
The Bluebird and the Sparrow (Women of the West  #10),Janette Oke,8/1/2006,251
Journey of the Sparrows,Fran Leeper Buss/Daisy Cubias,12/30/2002,160
Aleutian Sparrow,Karen Hesse/Evon Zerbetz/Kim McGillivray,6/1/2005,160
An Episode of Sparrows,Rumer Godden,10/31/2004,247
Li Po and Tu Fu: Poems,Li Bai/Du Fu/Arthur Cooper/Shui Chien-Tung,4/26/1973,256
混血王子的背叛 (哈利波特  #6),J.K. Rowling/J.K.羅琳/皇冠編譯組/張定綺/彭倩文/趙丕慧/林靜華,10/1/2005,735
火盃的考驗 (哈利波特  #4),J.K. Rowling/J.K.羅琳/彭倩文,12/8/2001,768
Five T'ang Poets,Wang Wei/Li Bai/Li Ho/Li Shang-yin/David        Young,10/8/1990,184
The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill,Charles Rembar,12/1/1986,528
Juniper,Monica Furlong,2/24/2004,198
The Long Road Back: A Survivor's Guide to Anorexia,Judy Tam Sargent/Sonia Nordenson,10/1/1998,194
The Road Back,Erich Maria Remarque,12/1/2001,352
Robinson Crusoe,Daniel Defoe/L.J. Swingle,4/1/2003,312
Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,10/1/1995,272
The Work of Mourning,Jacques Derrida/Pascale-Anne Brault/Michael Naas,9/15/2003,272
Transform Your Life: A step-by-step programme for change,Diana Cooper,10/29/1998,176
A Short History of Byzantium,John Julius Norwich,12/29/1998,496
The Middle Sea: A History of the Mediterranean,John Julius Norwich,10/31/2006,588
A History of Venice,John Julius Norwich,6/18/1989,673
The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,John Julius Norwich,9/1/2004,816
Siddhartha,Hermann Hesse/Susan Bernofsky/Tom Robbins,7/18/2006,129
Siddhartha,Hermann Hesse/Joachim Neugroschel/Ralph Freedman,12/31/2002,132
Siddhartha,Hermann Hesse,10/31/1975,160
The Moonstone,Wilkie Collins/Carolyn G. Heilbrun,9/11/2001,528
The Moonstone,Wilkie Collins,10/24/1998,464
The Moonstone,Wilkie Collins/P.D. James,6/10/1999,576
Ride of the Second Horseman: The Birth and Death of War,Robert L. O'Connell,10/19/1997,320
Beloved,Toni Morrison,6/8/2004,324
Cry  the Beloved Country,Alan Paton,11/25/2003,316
Life of the Beloved: Spiritual Living in a Secular World,Henri J.M. Nouwen,10/1/2002,160
Come Away My Beloved,Frances J. Roberts,10/1/2005,192
Israel  My Beloved,Kay Arthur,3/15/2001,448
Beloved Bride: The Letters of Stonewall Jackson to His Wife,Bill Potter/Stephen Lang,4/10/2003,156
The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook),Jean Houston,6/30/1997,272
Reservation Blues,Sherman Alexie,2/7/2005,306
The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain,Cormac McCarthy,9/28/1999,1040
Music & Silence,Rose Tremain,5/1/2001,485
The Periodic Table,Primo Levi,1/1/2009,194
Survival in Auschwitz,Primo Levi/Stuart J. Woolf/Philip Roth,9/1/1995,187
The Reawakening,Primo Levi/Stuart J. Woolf,12/1/1995,230
The Drowned and the Saved,Primo Levi,2/1/1989,170
The Monkey's Wrench,Primo Levi/William Weaver/Ruth Feldman/Ruth Tenzer Feldman,7/1/1995,192
Primo Levi: A Life,Ian Thomson,12/1/2004,640
Wuthering Heights,Emily Brontë,1/13/2007,279
Disgrace,J.M. Coetzee,8/30/2005,220
Waiting for the Barbarians,J.M. Coetzee,10/1/1999,152
The Lives of Animals,J.M. Coetzee/Amy Gutmann/Peter Singer/Wendy Doniger/Barbara Smuts/Marjorie Garber,5/6/2001,136
Boyhood: Scenes from Provincial Life,J.M. Coetzee,9/1/1998,166
Youth,J.M. Coetzee,10/7/2003,176
Age of Iron,J.M. Coetzee,9/1/1998,198
The Wife (Kristin Lavransdatter  #2),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,11/1/1999,402
Kristin Lavransdatter (Kristin Lavransdatter  #1-3),Sigrid Undset/Tiina Nunnally/Brad Leithauser,9/27/2005,1144
The Axe (The Master of Hestviken  #1),Sigrid Undset/Arthur G. Chater,11/29/1994,304
The Cross (Kristin Lavransdatter  #3),Sigrid Undset/Tiina Nunnally/Sherrill Harbison,4/1/2000,366
The Wreath (Kristin Lavransdatter  #1),Sigrid Undset/Tiina Nunnally,12/1/1997,305
The Mistress of Husaby (Kristin Lavransdatter  #2),Sigrid Undset,5/12/1987,384
Jenny,Sigrid Undset/Tiina Nunnally,6/1/1998,330
The Unknown Sigrid Undset: Jenny and Other Works,Sigrid Undset/Tim Page/Tiina Nunnally/Naomi Walford,12/31/2001,406
Gunnar's Daughter,Sigrid Undset/Sherrill Harbison/Arthur G. Chater,4/1/1998,161
The Snake Pit (The Master of Hestviken  #2),Sigrid Undset/Arthur G. Chater,11/29/1994,240
The Son Avenger (The Master of Hestviken  #4),Sigrid Undset,6/24/1995,288
An Imaginary Life,David Malouf,2/5/1999,156
The Great World,David Malouf,5/20/1999,336
A Very Long Engagement,Sébastien Japrisot,1/6/2005,320
Birdsong,Sebastian Faulks,6/2/1997,483
The Collected Poems of Wilfred Owen,Wilfred Owen/Cecil Day-Lewis,1/17/1965,192
Murder in Foggy Bottom (Capital Crimes  #17),Margaret Truman,1/29/2002,368
The Road,Cormac McCarthy,9/26/2006,241
The Road to Serfdom,Friedrich A. Hayek,3/9/2006,272
Road of the Patriarch (Forgotten Realms: The Sellswords  #3),R.A. Salvatore,12/20/2006,346
Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways,Jamie Jensen,3/31/2006,964
Howl's Moving Castle (Howl's Moving Castle  #1),Diana Wynne Jones,8/1/2001,329
Howl and Other Poems,Allen Ginsberg/William Carlos Williams,1/1/2001,56
When Rabbit Howls,Truddi Chase/Robert A. Phillips,2/5/2002,400
The Art of Howl's Moving Castle,Hayao Miyazaki/Yuji Oniki/Joe Hisaishi,7/1/2005,256
Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence,Allen Ginsberg/Barry Miles,10/10/2006,208
The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings,America's Test Kitchen,9/1/2006,312
Charlie and the Chocolate Factory (Charlie Bucket  #1),Roald Dahl/Quentin Blake,6/2/2005,176
Charlie and the Chocolate Factory: A Play,Richard R. George/Roald Dahl,9/27/1979,89
Charlie and the Chocolate Factory (Abridged),Roald Dahl,6/2/2005,40
Collected Stories,Roald Dahl/Jeremy Treglown,10/17/2006,850
Roald Dahl Treasury,Roald Dahl,9/15/2003,448
Dirty Beasts,Roald Dahl/Quentin Blake,10/14/2002,32
Never Let Me Go,Kazuo Ishiguro,8/31/2010,288
Never Let Me Go,Kazuo Ishiguro,1/31/2006,288
Never Let Me Go,Kazuo Ishiguro/Rosalyn Landor,4/12/2005,10
Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad,Eva Brann,9/1/2002,326
Paradoxes of Education in a Republic,Eva Brann,8/15/1989,178
The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,Eva Brann,3/1/2004,378
Open Secrets / Inward Prospects: Reflections on World and Soul,Eva Brann,10/1/2004,435
Phaedo,Plato/Eva Brann/Peter Kalkavage/Eric Salem,9/1/1998,118
Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,Michael Vitez/Tom Gralish/Sylvester Stallone,11/1/2006,144
My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),Dixie Cash,8/29/2006,336
Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1),Dixie Cash,8/31/2004,384
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3/18/2003,522
Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life,Sylvia Browne/Lindsay Harrison,10/1/2002,208
Mother God: The Feminine Principle to Our Creator,Sylvia Browne,2/1/2004,128
Thanksgiving,Janet Evanovich,10/31/2006,228
Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,1/9/2007,164
Four to Score (Stephanie Plum  #4),Janet Evanovich,6/15/1999,313
Seven Up (Stephanie Plum  #7),Janet Evanovich,6/17/2002,337
Hard Eight (Stephanie Plum  #8),Janet Evanovich/Lorelei King,6/16/2003,326
Motor Mouth (Alex Barnaby #2),Janet Evanovich,10/3/2006,312
A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments,David Foster Wallace,2/1/1997,353
Ivanhoe,Walter Scott/Graham Tulloch,3/30/2000,541
Ivanhoe,Marianna Mayer/Walter Scott/John Rush,10/7/2004,56
Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,5/1/1992,244
George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,8/1/2006,424
His Excellency: George Washington,Joseph J. Ellis,11/8/2005,320
George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom),George Washington,8/1/1989,30
George Washington's Sacred Fire,Peter A. Lillback/Jerry Newcombe,5/31/2011,1200
Waverley,Walter Scott/Claire Lamont,8/20/1998,463
The Antiquary,Walter Scott/Nicola J. Watson,5/23/2002,528
Rob Roy,Walter Scott/Lockhart Bogle,7/9/2002,576
Prozac Nation,Elizabeth Wurtzel,4/2/2002,384
Girl  Interrupted: Screenplay based on the book,James Mangold/Anna Hamilton Phelan/Lisa Loomer/Susanna Kaysen,2/21/2000,167
How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling,James N. Frey,12/15/1987,192
Book of the Dead (Kay Scarpetta  #15),Patricia Cornwell,11/1/2007,511
At Risk (Winston Garano  #1),Patricia Cornwell,5/23/2006,212
Predator (Kay Scarpetta  #14),Patricia Cornwell,10/1/2006,453
Trace (Kay Scarpetta  #13),Patricia Cornwell,6/28/2005,401
Postmortem (Kay Scarpetta  #1),Patricia Daniels Cornwell/Patricia Cornwell,12/30/2003,342
Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3),Patricia Cornwell,10/1/1997,822
From Potter's Field (Kay Scarpetta  #6),Patricia Cornwell,8/30/2005,383
The Body Farm (Kay Scarpetta  #5),Patricia Cornwell,12/28/2004,351
Trace (Kay Scarpetta  #13),Patricia Cornwell/Carolyn McCormick,8/4/2005,11
Cause of Death (Kay Scarpetta  #7),Patricia Cornwell/C.J. Critt,1/2/2007,356
The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell/Kate Burton,7/26/2005,0
At Risk (Winston Garano  #1),Patricia Cornwell,4/3/2007,289
The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell,11/11/2003,672
In the Dark of the Night,John Saul,7/18/2006,324
Perfect Nightmare,John Saul,4/25/2006,384
  said the shotgun to the head.,Saul Williams,9/1/2003,192
Early Color,Saul Leiter/Martin Harrison,1/15/2006,156
Herzog,Saul Bellow/Philip Roth,2/25/2003,371
Midnight Voices,John Saul/Joe Blades,3/4/2003,384
The Manhattan Hunt Club,John Saul,3/28/2006,384
Shadows,John Saul,5/1/1993,393
The Presence,John Saul,4/29/1998,432
Creature,John Saul,1/1/1997,416
Asylum (Blackstone Chronicles  #6),John Saul,6/3/1997,97
Suffer the Children,John Saul,7/1/1989,378
The Big Bad Wolf  (Alex Cross  #9),James Patterson/مریم کاظمی‌تبار,10/1/2004,400
Big Bad Wolf,Linda Jones,2/27/1997,359
Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour,Mark Leyner/Billy Goldberg,8/1/2006,263
Four Blondes,Candace Bushnell,6/8/2001,256
Lipstick Jungle,Candace Bushnell,8/8/2006,496
Lipstick Jungle,Candace Bushnell,4/1/2007,532
The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,9/23/2004,224
Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,6/15/1986,395
It's Not Easy Being Green: And Other Things to Consider,Jim Henson/Cheryl Henson,9/14/2005,197
Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1),Sherrilyn Kenyon/Jaid Black/Kresley Cole,2/7/2006,352
The Big Over Easy (Nursery Crime  #1),Jasper Fforde,7/25/2006,383
The Enneagram Made Easy: Discover the 9 Types of People,Renee Baron/Elizabeth Wagele,3/11/1994,161
It's Easy Being Green: A Handbook for Earth-Friendly Living,Crissy Trask/Mike Clelland,1/23/2006,168
Le Divorce,Diane Johnson,7/1/2003,320
Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,10/5/1998,384
The Divine Comedy,Dante Alighieri/John Ciardi,5/27/2003,895
The Divine Comedy,Dante Alighieri/Allen Mandelbaum/Eugenio Montale,8/1/1995,798
Divine,Karen Kingsbury,5/17/2007,355
When the Emperor Was Divine,Julie Otsuka,1/12/2004,160
Complete Divine (Dungeons & Dragons Edition 3.5),David Noonan,5/1/2004,191
A Divine Revelation of Hell,Mary K. Baxter/T.L. Lowery,1/1/1993,208
Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),Roald Dahl/Quentin Blake,4/5/2001,176
The Enormous Crocodile,Roald Dahl/Quentin Blake,3/24/2003,32
The Magic Finger,Roald Dahl/Quentin Blake,4/5/2001,67
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,9/11/2001,240
The Gremlins,Roald Dahl/Artists and Writers Guild/Walt Disney Company/Leonard Maltin,9/26/2006,56
Going Solo (Roald Dahl's Autobiography  #2),Roald Dahl/Quentin Blake,4/5/2001,209
Gumbo Ya-Ya: A Collection of Louisiana Folk Tales,Lyle Saxon/Edward Dreyer/Robert Tallant,5/31/1987,640
James and the Giant Peach,Roald Dahl/Quentin Blake,9/10/2002,146
Danny the Champion of the World,Roald Dahl/Quentin Blake,2/12/2002,224
My Uncle Oswald,Roald Dahl,5/1/1986,208
Fantastic Mr. Fox,Roald Dahl/Quentin Blake,6/11/2002,96
The Giraffe and the Pelly and Me,Roald Dahl/Quentin Blake,11/29/2001,32
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,8/19/2004,229
Wild Things: Four Tales,Douglas Clegg,10/1/2006,97
Wild Things (Prowlers Book 1),Christopher Golden,4/7/2003,311
A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,David Foster Wallace,2/2/1998,353
Oblivion,David Foster Wallace,8/30/2005,329
Consider the Lobster and Other Essays,David Foster Wallace,12/13/2005,343
Brief Interviews with Hideous Men,David Foster Wallace,4/1/2000,273
Diabetes Meal Planning Made Easy,Hope S. Warshaw/Warshaw Hope,10/15/2006,301
Easy French Reader,R. de Roussy de Sales,9/17/2003,228
Algebra the Easy Way,Douglas Downing,1/1/2003,392
Easy Riders  Raging Bulls,Peter Biskind,4/4/1999,512
Cloud Atlas,David Mitchell,2/21/2005,529
The Cloud Atlas,Liam Callanan,8/1/2004,368
Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth,William Camann/Kathryn    Alexander,1/31/2006,311
The McDougall Quick and Easy Cookbook,John A. McDougall/Mary McDougall,4/1/1999,336
American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,11/1/2006,480
Ghostwritten,David Mitchell,10/9/2001,426
Romeo & Juliet,William Shakespeare/Alan Durband,1/1/1993,288
Easy Prey (Lucas Davenport  #11),John Sandford,6/1/2004,480
Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein,Jean Sasson,9/7/2004,368
Three to Get Deadly (Stephanie Plum  #3),Janet Evanovich,7/15/1998,321
Smitten (Elsie Hawkins #2),Janet Evanovich,7/25/2006,234
Manhunt,Janet Evanovich,11/29/2005,219
Three Plums In One (Stephanie Plum  #1-3),Janet Evanovich,4/26/2001,1016
Hot Six (Stephanie Plum  #6),Janet Evanovich,6/15/2001,336
Amsterdam,Ian McEwan,11/2/1999,208
Fodor's Amsterdam (Fodor's Gold Guides),Fodor's Travel Publications Inc./Sarah Gold,4/6/2004,288
The Child in Time,Ian McEwan,11/2/1999,263
Enduring Love,Ian McEwan,10/28/2004,245
Black Dogs,Ian McEwan,12/29/1998,149
The Comfort of Strangers,Ian McEwan,11/1/1994,128
And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton/Emilie Rose/Isabel Sharpe,2/7/2006,279
Las rubias de 5th Avenue,Plum Sykes,2/28/2005,304
Tuesdays with Morrie,Mitch Albom,6/29/2007,192
La Dernière Leçon,Mitch Albom,1/1/2001,209
My Sister's Keeper,Mavis Applewater,3/9/2004,252
My Sister's Keeper (Gillian Adams  #2),Nora Kelly,2/1/2000,228
Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,4/4/1984,272
Baby's Alphabet,Jean Marzollo/Nancy Sheehan,8/1/2002,32
Welcome to the Monkey House,Kurt Vonnegut Jr./David Strathairn/Maria Tucci/Bill Irwin/Tony    Roberts/Dylan Baker,5/23/2006,9
What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers,Richard Nelson Bolles,9/1/2006,382
You Can Have What You Want: Proven Strategies for Inner and Outer Success,Michael Neill,10/15/2006,240
Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,9/16/1993,222
Like Water for Chocolate,Laura Esquivel/Yareli Arizmendi,5/2/2006,0
Como agua para chocolate,Laura Esquivel,6/1/1994,248
The Radicalism of the American Revolution,Gordon S. Wood,3/2/1993,447
Emma,Jane Austen/Fiona Stafford,5/6/2003,474
Prince of Ice (Tale of the Demon World  #3),Emma Holly,11/7/2006,294
Emma Lazarus,Esther Schor,9/5/2006,368
Strange Attractions,Emma Holly,11/1/2005,312
The Mermaid Chair,Sue Monk Kidd,3/7/2006,368
The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,12/26/1996,253
When the Heart Waits: Spiritual Direction for Life's Sacred Questions,Sue Monk Kidd,10/11/2016,240
With Open Hands,Henri J.M. Nouwen/Sue Monk Kidd,4/1/2006,125
Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,12/17/2006,320
Yeah  I Said It,Wanda Sykes,9/13/2005,247
The Seven Daughters Of Eve,Bryan Sykes,7/1/2002,368
Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add,Charles J. Sykes,9/15/1996,352
If I Don't Write It Nobody Else Will: An Autobiography,Eric Sykes,5/1/2006,512
Hamlet,William Shakespeare,7/3/2003,352
William Shakespeare's A Midsummer Night's Dream (Cliffs Complete),CliffsNotes/Michael McMahon,4/29/2001,192
A Midsummer Night's Dream,William Shakespeare,5/1/1998,162
A Midsummer Night's Dream,William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood,5/3/2005,3
A Midsummer Night's Dream,William Shakespeare/Roma Gill/B. Litt,7/28/2005,102
A Midsummer Night's Dream,William Shakespeare/Roma Gill,8/15/2002,99
The Burning (Guardians of Ga'Hoole  #6),Kathryn Lasky/Richard Cowdrey,11/1/2004,224
The Siege (Guardians of Ga'Hoole  #4),Kathryn Lasky,5/1/2004,203
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith,3/14/2006,256
Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3),Alexander McCall Smith,11/12/2002,227
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6),Alexander McCall Smith/Lisette Lecat,3/2/2005,10
The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5),Alexander McCall Smith,4/20/2004,198
The Tale of Genji,Murasaki Shikibu/Edward G. Seidensticker,7/12/1978,1090
The Tale of Genji,Yoshitaka Amano/Murasaki Shikibu/Rachel Nacth/Anri Itō/Junichi Imura,8/8/2006,81
The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics),Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,10/26/2001,238
Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7),Alexander McCall Smith,4/18/2006,227
In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6),Alexander McCall Smith,4/19/2005,233
Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2),Alexander McCall Smith,2/1/2002,238
Ein Koch für Mma Ramotswe (No. 1 Ladies' Detective Agency  #3),Alexander McCall Smith,2/1/2003,240
The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency #8),Alexander McCall Smith,4/17/2007,213
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Alexander McCall Smith,2/6/2003,235
Paris to the Moon,Adam Gopnik,9/11/2001,368
The Belly of Paris (Les Rougon-Macquart  #3),Émile Zola/Ernest Alfred Vizetelly/Henry Vizetelly,12/1/1995,397
My Movie Business: A Memoir,John Irving,10/10/2000,222
Setting Free the Bears / The Water-Method Man / The 158-Pound Marriage,John Irving,5/21/1995,718
The Headmaster's Papers,Richard A. Hawley/John Irving,9/1/2002,240
Blade Runner,Philip K. Dick,7/12/1987,216
The Android (Animorphs  #10),K.A. Applegate/Katherine Applegate,9/1/1997,170
The Soul of a New Machine,Tracy Kidder,6/1/2000,293
No Better Place to Die: The Battle Of Stones River,Peter Cozzens,7/1/1991,282
Never Call Retreat,Bruce Catton/E.B. Long,12/31/2001,558
The 42nd Parallel (U.S.A.  #1),John Dos Passos,5/25/2000,326
U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,John Dos Passos,9/4/2002,1344
The Big Money (U.S.A.  #3),John Dos Passos/E.L. Doctorow,5/25/2000,464
1919 (U.S.A.  #2),John Dos Passos/E.L. Doctorow,5/25/2000,400
The King in the Window,Adam Gopnik/Omar Rayyan,10/15/2006,410
The Karamazov Brothers,Fyodor Dostoyevsky/Ignat Avsey,8/20/1998,1054
The Grand Inquisitor: with related chapters from The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,10/1/1993,128
The Count of Monte Cristo,Alexandre Dumas/Robin Buss,5/27/2003,1276
The Count of Monte Cristo,Alexandre Dumas/Brantley Johnson/Margaret Brantley,5/1/2004,620
The Count of Monte Cristo,Alexandre Dumas/Lorenzo Carcaterra,6/11/2002,1462
The Brothers Karamazov,Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,4/1/1984,1072
Crime and Punishment,Fyodor Dostoyevsky/Leonard Stanton/James D. Hardy Jr./Sidney Monas/Robin Feuer Miller,3/7/2006,560
Crime and Punishment in American History,Lawrence M. Friedman,9/9/1994,590
Crime and Punishment in America,Elliott Currie,10/15/1998,240
Cliffsnotes on Dostoevsky's Crime and Punishment,James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes,11/7/2000,128
On Crimes and Punishments,Cesare Beccaria/David Young,11/1/1986,129
Crime and Punishment,Fyodor Dostoyevsky/David McDuff,12/31/2002,671
Crime and Punishment (Norton Critical Editions),Fyodor Dostoyevsky/George Gibian/Jessie Coulson,4/1/1964,690
The Politics of Injustice: Crime and Punishment in America,Katherine Beckett/Theodore Sasson,10/16/2003,272
The Beginning and the End,Naguib Mahfouz,9/20/1989,412
